district_code,name,label
930401,9304012003,ASUWETSY
930401,9304012007,BERITEN
930401,9304012005,BIS AGATS
930401,9304012004,BISMAM
930401,9304012009,BOU
930401,9304012011,KAYE
930401,9304012008,MBAIT
930401,9304012006,PER
930401,9304012010,SAW
930401,9304012012,SUWRU
930401,9304012002,UWUS
930401,9304012001,YOMOTH
930404,9304042001,AYAM
930404,9304042007,BAYIW PINAM
930404,9304042008,CUMNEW
930404,9304042009,JEWES
930404,9304042006,WAW
930421,9304212009,AINAMSATO
930421,9304212003,AKAN TAPAK
930421,9304212010,AMAITA
930421,9304212005,BAGAIR
930421,9304212002,BAWOS
930421,9304212007,KAGAS
930421,9304212008,MAPANE
930421,9304212001,PIRAMAT
930421,9304212004,TAURO
930421,9304212006,WIYAR
930402,9304022003,AMANAMKAI
930402,9304022004,AMBISU
930402,9304022001,ATSJ
930402,9304022008,BAKASAI
930402,9304022005,BINE
930402,9304022006,BIPIM
930402,9304022009,CEWEWYAMEW
930402,9304022002,SOGONI
930402,9304022007,YASIUW
930422,9304222004,SAGARE
930422,9304222003,SOHOMANE
930422,9304222002,SUAGAI
930422,9304222006,WAGI
930422,9304222005,YEFUWAGI
930422,9304222001,YERFUM
930418,9304182001,COMORO
930418,9304182006,ERO AIRO
930418,9304182002,KAWET
930418,9304182003,MAUSI
930418,9304182004,SATO YOD
930418,9304182005,TAMOR
930419,9304192002,ATAMBUTS
930419,9304192001,BIWAR LAUT
930419,9304192007,DESEP
930419,9304192003,OMANESEP
930419,9304192006,PIRPIS
930419,9304192004,WARKAI
930419,9304192005,YOU
930414,9304142005,AMAGAIS
930414,9304142003,AMARU
930414,9304142004,AMKAI
930414,9304142002,AMKUM
930414,9304142006,EROSAMAN
930414,9304142001,YAMKAP
930405,9304052007,AIS
930405,9304052009,BAKYOR
930405,9304052001,BASIM
930405,9304052003,BIOPIS
930405,9304052013,BORA
930405,9304052010,ISAR
930405,9304052011,KAYARPIS
930405,9304052004,NANAI
930405,9304052006,OCENEP
930405,9304052005,PIRIEN
930405,9304052012,SAYOA
930405,9304052002,WARAS
930405,9304052008,YAWAS
930413,9304132005,AKAMAR
930413,9304132006,BIRAK
930413,9304132008,DAWER
930413,9304132007,KATEW
930413,9304132003,PAU
930413,9304132002,POWETSY/AMBOREP
930413,9304132004,SESAKAM
930413,9304132001,WARSE/JETSY
930411,9304112004,JUFRI
930411,9304112003,OMOR
930411,9304112006,ONAVAI
930411,9304112001,YAMAS
930411,9304112005,YAUN
930411,9304112002,YENI
930420,9304202001,BOR
930420,9304202002,DAIKOT
930420,9304202007,DEKAMER
930420,9304202003,SOMNAK
930420,9304202005,VAKAM
