district_code,name,label
130607,1306072005,AMPANG GADANG
130607,1306072008,BALAI GURAH
130607,1306072001,BATU TABA
130607,1306072002,BIARO GADANG
130607,1306072003,LAMBAH
130607,1306072004,PANAMPUANG
130607,1306072006,PASIA PANAMPUNG
130613,1306132001,BATU KAMBING
130613,1306132003,BAWAN
130613,1306132002,SITALANG
130613,1306132004,SITANANG
130606,1306062006,CINGKARIANG
130606,1306062004,KUBANG PUTIAH
130606,1306062005,LADANG LAWEH
130606,1306062001,PADANG LUA
130606,1306062003,PAKAN SINAYAN
130606,1306062007,SUNGAI TANANG
130606,1306062002,TALUAK AMPEK SUKU
130608,1306082007,KOTO BARU
130608,1306082009,KOTO GADANG
130608,1306082001,KOTO TINGGI
130608,1306082005,PADANG TAROK
130608,1306082006,SALO
130608,1306082004,SIMARASOK
130608,1306082008,SUNGAI CUBADAK
130608,1306082002,TABEK PANJANG
130614,1306142003,BUKIK BATABUAH
130614,1306142001,CANDUANG KOTO LAWEH
130614,1306142002,LASI
130605,1306052003,BALINGKA
130605,1306052005,GUGUAK TABEK SAROJO
130605,1306052008,KOTO GADANG
130605,1306052006,KOTO PANJANG
130605,1306052004,KOTO TUO
130605,1306052007,SIANOK ANAM SUKU
130605,1306052002,SUNGAI LANDIA
130615,1306152002,KAMANG HILIA
130615,1306152003,KAMANG MUDIAK
130615,1306152004,KAMANG TANGAH
130615,1306152001,MAGEK
130615,1306152005,PAUH KAMANG MUDIAK
130602,1306022002,GARAGAHAN
130602,1306022003,KAMPUNG PINANG
130602,1306022004,KAMPUNG TANGAH
130602,1306022001,LUBUK BASUNG
130602,1306022005,MANGGOPOH
130616,1306162004,MALALAK BARAT
130616,1306162003,MALALAK SELATAN
130616,1306162002,MALALAK TIMUR
130616,1306162001,MALALAK UTARA
130604,1306042004,LAWANG
130604,1306042001,MATUA HILIA
130604,1306042002,MATUA MUDIAK
130604,1306042006,PANTA PAUAH
130604,1306042005,PARIK PANJANG
130604,1306042003,TIGO BALAI
130611,1306112004,AMPEK KOTO PALEMBAYAN
130611,1306112001,BARINGIN
130611,1306112006,SALAREH AIA
130611,1306112009,SALAREH AIA BARAT
130611,1306112007,SALAREH AIA TIMUR
130611,1306112008,SALAREH AIA UTARA
130611,1306112002,SIPINANG
130611,1306112003,SUNGAI PUAR
130611,1306112005,TIGO KOTO SILUNGKANG
130610,1306102001,KOTO RANTANG
130610,1306102005,NAN LIMO
130610,1306102004,NAN TUJUAH
130610,1306102003,PAGADIH
130610,1306102002,PASIA LAWEH
130612,1306122003,BATAGAK
130612,1306122004,BATU PALANO
130612,1306122001,PADANG LAWEH
130612,1306122005,SARIAK
130612,1306122002,SUNGAI PUA
130601,1306012004,DURIAN KAPEH DARUSSALAM
130601,1306012003,TIKU LIMO JORONG
130601,1306012001,TIKU SELATAN
130601,1306012002,TIKU UTARA
130603,1306032004,BAYUA
130603,1306032011,DALKO
130603,1306032007,DUO KOTO
130603,1306032008,KOTO GADANG ANAM KOTO
130603,1306032006,KOTO KACIAK
130603,1306032009,KOTO MALINTANG
130603,1306032003,MANINJAU
130603,1306032010,PANINJAUAN
130603,1306032002,SUNGAI BATANG
130603,1306032001,TANJUNG SANI
130609,1306092003,GADUT
130609,1306092004,KAPAU
130609,1306092001,KOTO TANGAH KAMANG MUDIK
131010,1310102002,ALAHAN NAN TIGO
131010,1310102003,LUBUK BESAR
131010,1310102005,SINAMAR
131010,1310102001,SUNGAI LIMAU
131010,1310102004,TANJUNG ALAM
131001,1310012005,AMPANG KURANJI
131001,1310012002,KOTO BARU
131001,1310012008,KOTO PADANG
131001,1310012003,SIALANG GAUNG
131011,1310112005,ABAI SIAT
131011,1310112004,BONJOL
131011,1310112001,KOTO BESAR
131011,1310112003,KOTO GADANG
131011,1310112006,KOTO LAWEH
131011,1310112007,KOTO RANAH
131011,1310112002,KOTO TINGGI
131007,1310072002,AMPALU
131007,1310072001,KOTO SALAK
131007,1310072003,PADUKUAN
131007,1310072004,PULAU MAINAN
131007,1310072005,SIMALIDU
131009,1310092002,BATU RIJAL
131009,1310092003,MUARO SOPAN
131009,1310092001,PADANG LAWEH
131009,1310092004,SOPAN JAYA
131002,1310022006,EMPAT KOTO PULAU PUNJUNG
131002,1310022008,GUNUNG SELASIH
131002,1310022009,SIKABAU
131002,1310022001,SUNGAI DAREH
131002,1310022007,SUNGAI KAMBUT
131002,1310022002,TEBING TINGGI
131005,1310052004,BANAI
131005,1310052003,KOTO NAN EMPAT DIBAWUH
131005,1310052002,LUBUAK KARAK
131005,1310052001,SILAGO
131004,1310042004,GUNUNG MEDAN
131004,1310042002,SIGUNTUR
131004,1310042001,SITIUNG
131004,1310042005,SUNGAI DUO
131003,1310032004,KURNIA KOTO SALAK
131003,1310032008,KURNIA SELATAN
131003,1310032003,SUNGAI RUMBAI
131003,1310032007,SUNGAI RUMBAI TIMUR
131006,1310062004,PANYUBARANGAN
131006,1310062005,RANAH PALABI
131006,1310062003,TABEK
131006,1310062002,TARATAK TINGGI
131006,1310062001,TIMPEH
131008,1310082003,KOTO BERINGIN
131008,1310082004,SIPANGKUR
131008,1310082002,SUNGAI LANGKOK
131008,1310082001,TIUMANG
130910,1309102002,BULASAT
130910,1309102004,MAKALO
130910,1309102003,MALAKOPA
130910,1309102001,SINAKA
130901,1309012007,BETUMONGA
130901,1309012009,SAUMANGANYA
130901,1309012008,SILABU
130905,1309052003,SIGAPOKNA
130905,1309052002,SIMALEGI
130905,1309052001,SIMATALU
130906,1309062001,KATUREI
130906,1309062003,PASAKIAT TAILELEU
130906,1309062002,SAGULUBBEG
130903,1309032007,MADOBAG
130903,1309032003,MAILEPPET
130903,1309032005,MATOTONAN
130903,1309032002,MUARA SIBERUT
130903,1309032004,MUNTEI
130907,1309072002,CIMPUNGAN
130907,1309072001,SAIBI SAMUKOP
130907,1309072003,SALIGUMA
130904,1309042003,BOJAKAN
130904,1309042008,MALANCAN
130904,1309042005,MONGAN POULA
130904,1309042006,MUARA SIKABALUAN
130904,1309042007,SIRILOGUI
130904,1309042004,SOTBOYAK
130909,1309092003,MATOBE
130909,1309092001,SIKAKAP
130909,1309092002,TAIKAKO
130902,1309022002,BERIULOU
130902,1309022001,BOSUA
130902,1309022004,MARA
130902,1309022007,MATOBE
130902,1309022003,NEMNEMLELEU
130902,1309022008,SAUREINU
130902,1309022006,SIOBAN
130908,1309082001,BETUMONGA
130908,1309082005,BUKIT PAMEWA
130908,1309082002,GOISOOINAN
130908,1309082004,SIDO MAKMUR
130908,1309082006,SIPORA JAYA
130908,1309082003,TUAPEJAT
