district_code,name,label
740605,7406052010,RAHADOPI
740605,7406051016,RAHAMPUU
740605,7406051009,TEOMOKOLE
740605,7406052011,TIRONGKOTUA
740614,7406142002,BALIARA
740614,7406142004,BALIARA KEPULAUAN
740614,7406142005,BALIARA SELATAN
740614,7406142003,RAHANTARI
740614,7406141001,SIKELI
740613,7406132002,BATUAWU
740613,7406132001,LANGKEMA
740613,7406132003,PONGKALAERO
740613,7406132004,PUU NUNU
740616,7406162004,ENANO
740616,7406162001,LAMONGGI
740616,7406162003,LENGORA
740616,7406162007,LENGORA PANTAI
740616,7406162006,LENGORA SELATAN
740616,7406162002,TANGKENO
740616,7406162005,ULUNGKURA
740606,7406062006,BALO
740606,7406062011,BUNGI-BUNGI
740606,7406061009,DONGKALA
740606,7406061010,LAMBALE
740606,7406062008,TAPUHAKA
740606,7406062007,TOLI-TOLI
740606,7406062005,WUMBUBURO
740615,7406152004,EEMOKOLO
740615,7406152006,LAROLANU
740615,7406152001,MAPILA
740615,7406152003,SANGIA MAKMUR
740615,7406152005,TEDUBARA
740615,7406152002,WUMBULASA
740617,7406172002,BATU LAMBURI
740617,7406172001,MASALOKA
740617,7406172005,MASALOKA BARAT
740617,7406172003,MASALOKA SELATAN
740617,7406172004,MASALOKA TIMUR
740621,7406212006,ANUGERAH
740621,7406212007,KALAERO
740621,7406212003,LANGKOWALA
740621,7406212002,LANTARI
740621,7406212001,LOMBAKASIH
740621,7406212004,PASARE APUA
740621,7406212009,RARONGKEU
740621,7406212008,TINABITE
740621,7406212010,WATU-WATU
740608,7406082009,BATU SEMPE INDAH
740608,7406082010,HAMBAWA
740608,7406082008,LALOA
740608,7406082002,LIANO
740608,7406082004,LORA
740608,7406082007,MAWAR
740608,7406082001,POMONTORO
740608,7406082011,PU'U WAEYA
740608,7406082003,PULAU TAMBAKO
740608,7406082006,TAJUNCU
740608,7406082005,TOLI-TOLI
740622,7406222001,KOLOMBI MATAUSU
740622,7406222004,LAMURU
740622,7406222002,MORENGKE
740622,7406222005,TOTOLE
740622,7406222003,WIA-WIA
740601,7406011016,BARANGGA
740601,7406011007,BOEARA
740601,7406011010,BOEPINANG
740601,7406011015,BOEPINANG BARAT
740601,7406011017,KASABOLO
740601,7406011008,KASTARIB
740601,7406012019,MATTIRO WALIE
740601,7406012011,PALLIMAE
740601,7406012009,POKURUMBA
740601,7406012018,SALOSA
740607,7406072011,ANALERE
740607,7406072001,BABAMOLINGKU
740607,7406072008,BALASARI
740607,7406072009,BULUMANAI
740607,7406072006,LAMEO-MEONG
740607,7406072010,MATABUNDU
740607,7406072007,PABIRING
740607,7406072005,RAKADUA
740607,7406072004,RANOKOMEA
740607,7406072003,TIMBALA
740607,7406072002,TOARI BOMBANA
740611,7406112004,AKACIPONG
740611,7406112001,BATU PUTIH
740611,7406112003,KALI BARU
740611,7406112005,LA EA
740611,7406112002,WAEMPUTANG
740619,7406192002,LEBO EA
740619,7406192001,MULAENO
740619,7406192003,PARIA
740619,7406192004,POLEONDRO
740612,7406122004,LAMOARE
740612,7406122001,LARETE
740612,7406122002,LEMO
740612,7406122005,RAMBAHA
740612,7406122003,TERAPUNG
740602,7406021011,BAMBAEA
740602,7406022004,BIRU
740602,7406022010,MAMBO
740602,7406021015,PUU LEMO
740602,7406022003,TEPPOE
740610,7406102003,KARYA BARU
740610,7406102007,LAWATU EA
740610,7406102006,PUSU EA
740610,7406102005,ROMPU ROMPU
740610,7406102001,TAMPABULU
740610,7406102002,TANAH POLEANG
740610,7406102004,TOBURI
740610,7406102008,WAMBAREMA
740603,7406032008,LADUMPI
740603,7406032011,LAKOMEA
740603,7406032013,LAMPEANTANI
740603,7406032012,PANGKURI
740603,7406032009,RAROWATU
740603,7406032001,RAU RAU
740603,7406032015,TAHI ITE
740603,7406031010,TAUBONTO
740603,7406032014,WATU KALANGKARI
740609,7406091008,ANEKA MARGA
740609,7406092002,HUKAEA
740609,7406092003,LANTOWUA
740609,7406092006,MARGA JAYA
740609,7406092004,TEMBE
740609,7406092007,TUNAS BARU
740609,7406092005,WATU MENTADE
740609,7406092001,WUMBUBANGKA
740604,7406041004,DOULE
740604,7406041005,KASIPUTE
740604,7406041002,LAMERORO
740604,7406041003,LAMPOPALA
740604,7406042001,LANTAWONUA
740618,7406181003,KAMPUNG BARU
740618,7406182005,LAMPATA
740618,7406181001,LAURU
740618,7406181002,POEA
740618,7406182004,TAPUHAHI
740620,7406202005,PUU WONUA
