district_code,name,label
960501,9605012021,AINOD
960501,9605012010,AISYO
960501,9605012006,BORI
960501,9605012019,BORI TIMUR
960501,9605012009,FAITMAYAF
960501,9605012017,FAITMAYAF BARAT
960501,9605012015,FAITSAWE
960501,9605012014,FRAWEBO
960501,9605012011,FUTON
960501,9605012004,KOCUAS
960501,9605012022,KOCUAS UTARA
960501,9605012005,KOCUWER
960501,9605012016,KOCUWER SELATAN
960501,9605012003,KOKAS
960501,9605012001,KUMURKEK
960501,9605012020,KUMURKEK BARAT
960501,9605012013,MARTAIM
960501,9605012012,SAMPIKA
960501,9605012018,SIKOF
960501,9605012023,SUNEI
960501,9605012002,SUSUMUK
960501,9605012008,TEHAHITE
960501,9605012007,WERJAYA
960504,9605042007,ASIAF SAMAN
960504,9605042013,AWET MAIN
960504,9605042006,FUOG
960504,9605042009,FUOG SELATAN
960504,9605042008,HORA IEK
960504,9605042003,IMSUN
960504,9605042015,KAITANA
960504,9605042001,KISOR
960504,9605042012,KRUS
960504,9605042011,ROMA
960504,9605042004,SABAH
960504,9605042010,SAME RAKATOR
960504,9605042002,SORRY
960504,9605042005,TAHSIMARA
960504,9605042016,TOLAK
960504,9605042014,YEEK
960503,9605032002,AIKRER
960503,9605032001,AISA
960503,9605032003,AITREM
960503,9605032009,BUOH SA
960503,9605032005,SAHBUKU
960503,9605032008,SANEM
960503,9605032006,SASIOR FRABUKU
960503,9605032004,SAWIN
960503,9605032007,WAKOM
960513,9605132006,AIKINGGING
960513,9605132002,AIMAU
960513,9605132001,AINESRA
960513,9605132004,AISASIOR
960513,9605132005,FRANEWAY
960513,9605132003,MESYAM
960513,9605132007,TIEFROMEN
960514,9605142002,MAKIRI
960514,9605142005,SRUMATE
960514,9605142003,WARBA
960514,9605142004,WINUNI
960514,9605142006,WOMBA
960514,9605142001,WORMU
960512,9605122008,AIFAM
960512,9605122005,AIKUS
960512,9605122006,AIWESA
960512,9605122012,ASSEM
960512,9605122004,AYATA
960512,9605122011,FAAN KAHRIO
960512,9605122003,FRAMBU
960512,9605122002,KAMAT
960512,9605122001,MUPAS
960512,9605122007,PITOR
960512,9605122009,SAUD
960512,9605122010,TIAM
960502,9605022001,AYAWASI
960502,9605022002,AYAWASI SELATAN
960502,9605022003,AYAWASI TIMUR
960502,9605022005,FONATU
960502,9605022012,HAENKANES
960502,9605022011,HOWAIT
960502,9605022017,IRATA
960502,9605022008,KONJA
960502,9605022013,KONJA BARAT
960502,9605022010,MAN
960502,9605022006,MOSUN
960502,9605022019,MOSUN TIMUR
960502,9605022020,MOSUN UTARA
960502,9605022016,MOWES
960502,9605022018,NESET
960502,9605022015,RAHA
960502,9605022004,SUSAI
960502,9605022007,WAYANE
960502,9605022009,YARAT
960502,9605022014,YARAT TIMUR
960506,9605062015,AFKREM
960506,9605062001,AITINYO
960506,9605062014,BOFAIT
960506,9605062010,IBASUF
960506,9605062002,IROHE
960506,9605062013,IROHMRAR
