district_code,name,label
210114,2101142004,AIR GELUBI
210114,2101142001,KELONG
210114,2101142002,MAPUR
210114,2101142003,NUMBING
210106,2101061010,GUNUNG LENGKUAS
210106,2101061008,KIJANG KOTA
210106,2101061011,SUNGAI ENAM
210106,2101061009,SUNGAI LEKOP
210107,2101072005,LANCANG KUNING
210107,2101071001,TANJUNG UBAN KOTA
210107,2101071003,TANJUNG UBAN SELATAN
210107,2101071011,TANJUNG UBAN TIMUR
210107,2101071002,TANJUNG UBAN UTARA
210104,2101042001,GUNUNG KIJANG
210104,2101041005,KAWAL
210104,2101042002,MALANG RAPAT
210104,2101042003,TELUK BAKAU
210113,2101132004,DENDUN
210113,2101132001,MANTANG BARU
210113,2101132002,MANTANG BESAR
210113,2101132003,MANTANG LAMA
210115,2101152001,BUSUNG
210115,2101152004,KUALA SEMPANG
210115,2101151005,TANJUNG PERMAI
210115,2101151003,TELUK LOBAM
210115,2101152002,TELUK SASAH
210109,2101092002,BATU LEPUK
210109,2101092003,KAMPUNG HILIR
210109,2101092004,KAMPUNG MELAYU
210109,2101092007,KUKUP
210109,2101092008,PENGIKIK
210109,2101092005,PULAU MENTEBUNG
210109,2101092006,PULAU PINANG
210109,2101091001,TELUK SEKUNI
210108,2101082001,BINTAN BUYU
210108,2101082002,PANGKIL
210108,2101082003,PENAGA
210108,2101082004,PENGUJAN
210108,2101082005,TEMBELING
210108,2101081006,TEMBELING TANJUNG
210110,2101102001,BERAKIT
210110,2101102002,EKANG ANCULAI
210110,2101101007,KOTA BARU
210110,2101102003,PENGUDANG
210110,2101102004,SEBONG LAGOI
210110,2101102005,SEBONG PEREH
210110,2101102006,SRI BINTAN
210112,2101122001,TOAPAYA
210112,2101121004,TOAPAYA ASRI
210112,2101122003,TOAPAYA SELATAN
210112,2101122002,TOAPAYA UTARA
210212,2102122006,DEGONG
210212,2102122002,LEBUH
210212,2102122003,PENARAH
210212,2102122001,SEBELE
210212,2102122004,SUNGAI ASAM
210212,2102122005,TEBIAS
210206,2102061001,BURU
210206,2102061002,LUBUK PUDING
210206,2102062004,TANJUNG BATU KECIL
210206,2102062003,TANJUNG HUTAN
210209,2102092002,SANGLAR
210209,2102092004,SEMEMBANG
210209,2102092003,TANJUNG KILANG
210209,2102092005,TELAGA TUJUH
210203,2102031006,LUBUK SEMUT
210203,2102031008,SUNGAI LAKAM BARAT
210203,2102031003,SUNGAI LAKAM TIMUR
210203,2102031001,TANJUNG BALAI
210203,2102031007,TANJUNG BALAI KOTA
210203,2102031002,TELUK AIR
210202,2102021009,GADING SARI
210202,2102022006,LUBUK
210202,2102022004,SUNGAI SEBESI
210202,2102022005,SUNGAI UNGAR
210202,2102021001,TANJUNG BATU BARAT
210202,2102021002,TANJUNG BATU KOTA
210208,2102082005,GEMURUH
210208,2102082004,KUNDUR
210208,2102081001,SAWANG
210208,2102082003,SAWANG LAUT
210208,2102082002,SAWANG SELATAN
210207,2102072010,PERAYUN
210207,2102072003,SUNGAI UNGAR UTARA
210207,2102072013,TANJUNG BERLIAN BARAT
210207,2102071012,TANJUNG BERLIAN KOTA
210207,2102072004,TELUK RADANG
210204,2102041002,BARAN BARAT
210204,2102041006,BARAN TIMUR
210204,2102041001,MERAL KOTA
210204,2102041008,PARIT BENUT
210204,2102041007,SUNGAI PASIR
210204,2102041003,SUNGAI RAYA
210210,2102101002,DARUSSALAM
210210,2102102003,PANGKE
210210,2102102004,PANGKE BARAT
210210,2102101001,PASIR PANJANG
210201,2102012009,JANG
210201,2102011003,MORO
210201,2102011010,MORO TIMUR
210201,2102012004,PAUH
210201,2102012014,PULAU MORO
210213,2102132001,PARIT
210213,2102132003,SELAT MENDAUN
210213,2102132002,TULANG
210214,2102142006,BULUH PATAH
210214,2102142003,KEBAN
210214,2102142002,NIUR PERMAI
210214,2102142004,RAWA JAYA
210214,2102142007,SELAT MIE
210214,2102142001,SUGIE
210214,2102142005,TANJUNG PELANDUK
210205,2102051008,HARJOSARI
210205,2102051003,KAPLING
210205,2102051004,PAMAK KAMPUNG HARAPAN
210205,2102052007,PONGKAR
210205,2102051001,TEBING
210205,2102051002,TELUK UMA
210211,2102111001,ALAI
210211,2102112002,BATU LIMAU
210211,2102112003,NGAL
210211,2102112004,SUNGAI BULUH
210506,2105062006,AIR BIRU
210506,2105062008,BATU BERAPIT
210506,2105062009,LANDAK
210506,2105061005,LETUNG
210506,2105062001,MAMPOK
210506,2105062002,REWAK
210509,2105092001,IMPOL
210509,2105092002,KERAMUT
210509,2105092003,SUNGGAK
210505,2105052003,BUKIT PADI
210505,2105052004,GENTING PULUR
210505,2105052001,KUALA MARAS
210505,2105052002,ULU MARAS
210510,2105102003,BATU AMPAR
210510,2105102004,MATAK
210510,2105102001,PAYALAMAN
210510,2105102002,PAYAMARAM
210510,2105102005,TELUK BAYUR
210502,2105022015,BELIBAK
210502,2105022007,CANDI
210502,2105022003,LADAN
210502,2105022006,LANGIR
210502,2105022005,PIABUNG
210502,2105022008,PUTIK
210502,2105022002,TEBANG
210501,2105012005,PESISIR TIMUR
210501,2105012006,SRI TANJUNG
210501,2105012007,TAREMPA BARAT DAYA
210501,2105012003,TAREMPA SELATAN
210501,2105012004,TAREMPA TIMUR
210501,2105011001,TEREMPA
210501,2105012002,TEREMPA BARAT
210504,2105042007,AIR BINI
210504,2105042001,KIABU
210504,2105042006,LINGAI
210504,2105042003,MENGKAIT
210504,2105042002,TELAGA
210504,2105042005,TELAGA KECIL
210504,2105042004,TIANGAU
210507,2105072001,AIR ASUK
210507,2105072002,AIR SENA
210507,2105072004,LIDI
210507,2105072005,LIUK
210507,2105072003,TELUK SIANTAN
210507,2105072006,TELUK SUNTING
210503,2105032005,AIR PUTIH
210503,2105032002,BATU BELAH
210503,2105032003,MUNJAN
210503,2105032001,NYAMUK
210503,2105032004,SERAT
210503,2105032006,TEMBURUN
210508,2105082003,BAYAT
210508,2105082001,MUBUR
210508,2105082002,PIASAN
210413,2104132001,BATU BELUBANG
210413,2104132002,CEMPA
210413,2104132003,PASIR PANJANG
210413,2104132006,REJAI
210413,2104132004,TANJUNG KELIT
210413,2104132005,TANJUNG LIPAT
210411,2104112001,BENAN
210411,2104112002,MENSANAK
